latitude,longitude,event_date,elevation,slope,aspect,curvature,land_cover_code,historical_landslide_density,rainfall_1h,rainfall_3h,rainfall_6h,rainfall_12h,rainfall_24h,rainfall_3day,rainfall_7day,soil_moisture_0_7cm,soil_moisture_7_28cm,earthquake_count_7d,nearest_eq_distance_km,max_eq_magnitude,landslide_occurrence
26.3312531,94.55427723,2017-07-01,535.5,0.72,179.1,0.0,1.0,0.0,0.5,2.3,4.2,11.6,20.9,75.3,169.0,0.512,0.509,2,262.6,4.6,1
24.0,92.0,2022-09-14,70.0,0.41,257.8,1e-06,6.0,0.0204,0.75,1.16,1.67,6.85,21.01,56.21,124.59,0.336,0.353,4,237.8,0.59,0
24.042,92.6724,2015-08-27,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.7,0.8,4.3,10.5,22.1,72.0,0.423,0.426,1,327.4,3.9,1
28.5,89.5,2012-03-03,5172.0,0.67,188.3,-3e-06,4.0,0.0,0.88,0.53,1.64,6.08,4.85,54.34,116.63,0.302,0.361,1,182.4,3.65,0
25.0,97.5,2017-04-18,167.0,0.81,195.7,1e-06,6.0,0.0,0.09,1.69,3.86,4.78,6.68,29.57,93.65,0.406,0.396,3,63.5,0.32,0
23.74182634,92.7141905,2010-09-13,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.3,0.3,2.7,4.9,17.1,41.7,0.407,0.41,2,213.8,5.1,1
22.59420297,92.16404889,2017-06-12,535.5,0.72,179.1,0.0,1.0,0.0,5.1,13.9,34.4,71.0,86.1,103.9,124.8,0.43,0.428,1,422.7,4.6,1
29.5,97.0,2022-10-06,5338.0,3.22,191.5,-1.1e-05,2.0,0.0,0.61,1.45,3.22,7.43,15.73,4.4,52.57,0.455,0.489,2,13.0,5.65,0
26.0,94.5,2019-09-30,1720.0,0.65,201.1,-4e-06,0.0,0.5714,0.82,2.07,3.41,5.44,14.23,62.53,86.34,0.365,0.459,3,464.6,0.36,0
25.5,95.5,2019-12-03,203.0,1.25,41.2,3e-06,0.0,0.0,0.26,2.08,0.08,0.46,6.43,42.39,24.39,0.359,0.382,5,418.7,0.32,0
27.0875,88.4572,2007-09-20,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.1,36.9,0.371,0.388,1,336.6,4.3,1
29.5,91.0,2011-01-05,4228.0,4.26,171.1,-2e-06,2.0,0.0,0.37,2.3,3.62,8.39,10.66,27.91,95.45,0.475,0.323,5,478.3,1.42,0
23.5,92.5,2022-10-28,750.0,0.75,326.3,-2e-06,2.0,0.3878,0.83,0.73,3.58,10.82,20.95,33.2,114.17,0.504,0.41,4,231.1,5.57,0
29.0,97.0,2021-05-24,3527.0,3.73,350.8,3e-06,4.0,0.0,0.13,0.33,1.63,10.16,18.06,60.42,132.7,0.339,0.343,0,183.3,3.64,0
22.5,97.0,2012-07-03,840.0,0.43,20.4,0.0,1.0,0.0204,0.02,2.57,4.91,4.77,8.22,13.35,47.13,0.398,0.302,4,313.5,2.88,0
23.438189,91.125374,2017-03-16,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.2,0.375,0.401,1,712.8,4.4,1
26.0,96.5,2023-09-08,871.0,0.37,107.6,-2e-06,0.0,0.0,0.62,1.53,2.32,10.06,7.72,31.95,23.19,0.47,0.311,3,355.1,5.49,0
23.0,92.5,2009-08-17,133.0,0.86,306.2,2e-06,1.0,0.0612,0.43,2.1,3.13,7.08,7.59,19.31,31.39,0.345,0.363,0,412.6,3.38,0
25.0,88.0,2022-11-09,29.0,0.31,87.9,1e-06,5.0,0.0204,0.41,0.65,3.08,7.31,1.96,34.03,129.18,0.499,0.375,1,359.5,4.6,0
29.0,94.5,2021-06-25,2114.0,3.75,33.5,4e-06,0.0,0.0,0.18,0.66,2.31,3.23,4.58,13.36,121.8,0.464,0.331,4,21.9,6.24,0
22.5,94.0,2011-12-22,400.0,1.31,101.0,2e-06,0.0,0.0,0.47,0.16,1.2,6.62,13.19,33.72,86.34,0.459,0.358,5,45.8,3.11,0
25.0,89.0,2010-06-25,21.0,0.02,13.4,0.0,1.0,0.0,0.7,2.07,4.99,10.91,2.58,32.84,33.13,0.455,0.458,3,260.3,3.13,0
27.0,91.0,2019-09-12,1799.0,4.13,353.0,-1e-06,2.0,0.0,0.53,0.67,3.63,8.06,14.92,12.05,90.26,0.351,0.488,5,487.5,4.6,0
29.5,88.5,2021-03-20,4353.0,3.71,178.0,-3e-06,4.0,0.0,0.65,1.11,3.59,11.24,10.3,49.6,69.14,0.492,0.34,3,264.0,5.25,0
24.5,89.5,2021-01-30,14.0,0.01,298.1,0.0,1.0,0.0,0.24,1.46,1.43,1.23,16.81,18.56,24.08,0.485,0.338,1,35.7,2.69,0
22.5,88.5,2023-11-14,4.0,0.01,3.6,0.0,1.0,0.0,0.84,1.99,1.0,2.38,7.22,40.76,139.06,0.366,0.495,1,181.6,1.3,0
24.9037,93.487,2013-09-01,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.8,81.7,0.421,0.427,1,441.3,4.5,1
25.0,94.5,2021-03-11,1133.0,1.24,21.6,-3e-06,0.0,0.0204,0.8,1.4,3.45,1.68,8.91,62.49,93.08,0.475,0.318,4,260.1,2.58,0
22.0,89.5,2014-07-03,0.0,0.51,179.9,1e-06,1.0,0.0,0.75,1.23,1.51,1.94,6.04,50.62,70.72,0.427,0.342,4,216.6,1.48,0
23.0,93.0,2019-07-14,1118.0,1.24,258.6,-1e-06,2.0,0.0204,0.69,0.83,1.07,3.54,1.05,60.65,112.5,0.298,0.409,4,293.8,2.71,0
27.0,88.0,2009-04-02,1961.0,3.37,356.9,-4e-06,2.0,0.9388,0.33,1.33,0.06,5.93,6.04,38.18,56.42,0.465,0.358,1,431.7,5.21,0
29.0,90.0,2021-05-04,5512.0,0.41,229.6,-5e-06,2.0,0.0,0.22,1.2,4.24,1.58,0.29,58.37,143.41,0.322,0.468,2,346.3,6.09,0
23.5,96.5,2012-01-31,188.0,1.55,185.8,2e-06,1.0,0.0204,0.89,0.89,5.21,10.09,22.38,12.09,128.02,0.332,0.306,2,319.2,1.15,0
25.4477,94.0489,2015-07-22,535.5,0.72,179.1,0.0,1.0,0.0,1.1,2.0,3.2,10.9,31.4,81.4,179.3,0.468,0.464,1,162.2,4.2,1
25.5,91.5,2014-11-14,1648.0,0.59,274.1,-6e-06,0.0,0.2245,0.2,0.5,3.32,1.36,15.32,36.95,91.46,0.489,0.313,3,303.5,1.07,0
29.5,92.5,2009-07-31,5352.0,3.69,179.1,-9e-06,4.0,0.0,0.65,2.57,1.65,7.6,18.03,36.39,54.7,0.356,0.323,4,408.3,3.9,0
22.1334,96.4669,2015-10-13,535.5,0.72,179.1,0.0,1.0,0.0,0.6,0.6,2.8,9.6,17.8,42.8,96.4,0.502,0.512,2,240.3,4.5,1
29.0,94.0,2019-07-16,4628.0,2.93,37.1,-5e-06,2.0,0.0,0.43,2.22,2.68,4.42,11.23,67.84,96.58,0.369,0.501,2,40.1,3.84,0
25.0,97.5,2012-06-11,167.0,0.81,195.7,1e-06,6.0,0.0,0.4,0.46,3.77,10.09,12.08,32.22,23.69,0.428,0.402,5,361.0,5.83,0
24.5,89.5,2014-12-30,14.0,0.01,298.1,0.0,1.0,0.0,0.02,0.71,4.6,2.65,10.17,2.58,100.84,0.478,0.47,3,283.9,4.57,0
27.0076,88.251,2015-06-27,535.5,0.72,179.1,0.0,1.0,0.0,1.2,2.5,4.6,13.7,22.2,51.7,120.9,0.42,0.42,0,500.0,0.0,1
26.5,88.5,2019-01-26,90.0,0.75,2.5,1e-06,1.0,0.0204,0.82,1.64,3.91,4.92,17.19,49.6,111.5,0.447,0.417,4,51.1,5.82,0
22.0,91.5,2012-09-28,0.0,0.52,182.6,1e-06,6.0,0.3265,0.11,0.68,2.93,10.51,16.85,10.96,21.94,0.385,0.439,0,74.9,5.63,0
25.4749,93.1477,2010-10-09,535.5,0.72,179.1,0.0,1.0,0.0,0.8,5.6,13.4,24.4,36.9,80.4,92.5,0.508,0.516,0,500.0,0.0,1
26.5,93.5,2009-10-15,600.0,0.38,358.5,-2e-06,0.0,0.0204,0.48,1.78,4.71,1.23,17.34,16.71,37.26,0.317,0.339,1,140.4,3.38,0
25.5,94.5,2018-10-07,1300.0,0.61,1.5,1e-06,0.0,0.102,0.37,2.24,4.81,7.16,19.19,20.42,54.34,0.328,0.438,1,208.9,0.74,0
25.660517,94.104931,2016-08-25,535.5,0.72,179.1,0.0,1.0,0.0,0.5,2.2,3.3,3.6,3.6,9.5,36.5,0.51,0.479,2,205.0,5.0,1
24.7505,93.4221,2010-08-27,535.5,0.72,179.1,0.0,1.0,0.0,0.3,0.7,1.1,3.6,6.0,31.9,59.1,0.412,0.412,0,500.0,0.0,1
27.7,92.8,2009-08-12,535.5,0.72,179.1,0.0,1.0,0.0,5.9,19.1,32.9,40.5,60.6,143.1,244.5,0.429,0.429,2,425.0,5.5,1
24.5,92.0,2012-01-20,15.0,0.07,217.0,0.0,1.0,0.0612,0.25,2.25,5.24,5.69,20.86,43.6,131.22,0.48,0.35,0,53.6,3.38,0
25.1472,91.7483,2015-02-22,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.1,5.1,5.7,12.4,0.315,0.275,2,358.4,4.0,1
25.5,97.5,2012-05-27,182.0,0.3,64.5,2e-06,5.0,0.0,0.06,0.03,2.96,1.15,3.24,68.54,63.11,0.454,0.468,3,144.9,3.55,0
24.0,92.0,2015-11-01,70.0,0.41,257.8,1e-06,6.0,0.0204,0.03,2.12,1.17,9.68,3.24,17.71,33.63,0.322,0.306,5,383.9,0.73,0
28.5,88.0,2014-05-09,4258.0,2.94,255.0,-1e-06,4.0,0.0,0.89,0.01,2.76,3.09,18.03,54.73,41.59,0.409,0.302,1,310.5,2.52,0
26.092493,94.257523,2016-09-05,535.5,0.72,179.1,0.0,1.0,0.0,0.4,1.9,3.3,13.1,15.4,46.2,74.7,0.502,0.507,3,283.8,4.6,1
26.0,93.5,2016-10-21,297.0,0.44,279.8,1e-06,0.0,0.0,0.79,1.13,4.91,1.36,17.48,52.8,126.36,0.49,0.427,5,197.4,1.98,0
27.0,92.0,2009-12-18,1102.0,4.06,7.9,3e-06,1.0,0.0408,0.75,1.64,4.11,3.81,11.17,29.08,73.33,0.461,0.299,5,57.0,4.85,0
23.5,96.0,2019-02-28,79.0,0.02,325.9,0.0,5.0,0.0,0.48,1.01,3.05,2.21,15.46,23.77,90.61,0.486,0.355,3,361.7,5.95,0
27.36,93.0385,2015-07-15,535.5,0.72,179.1,0.0,1.0,0.0,6.1,18.7,38.2,73.4,84.4,129.5,188.1,0.476,0.475,3,109.5,4.5,1
23.8986,91.7599,2010-06-03,535.5,0.72,179.1,0.0,1.0,0.0,0.3,1.4,1.9,3.1,4.6,19.6,130.3,0.411,0.409,1,496.5,4.6,1
24.0,93.0,2017-11-04,374.0,0.4,208.3,2e-06,0.0,0.102,0.62,0.49,0.76,4.82,10.33,45.9,69.12,0.447,0.319,0,305.6,2.46,0
26.5,97.0,2020-09-20,462.0,1.4,350.9,1e-06,0.0,0.0,0.38,1.39,4.58,5.37,20.0,34.52,27.69,0.484,0.444,4,289.9,3.36,0
29.5,89.0,2013-12-31,5361.0,4.51,187.2,-9e-06,4.0,0.0,0.4,0.78,3.44,0.44,5.22,63.36,50.12,0.35,0.404,0,118.7,5.34,0
29.5,96.5,2022-11-03,4109.0,3.9,199.1,-4e-06,2.0,0.0,0.22,0.77,2.18,6.22,1.4,21.29,35.15,0.336,0.481,4,132.1,6.46,0
22.5,88.5,2013-03-21,4.0,0.01,3.6,0.0,1.0,0.0,0.85,0.8,3.1,10.17,12.32,45.62,112.25,0.407,0.299,2,198.6,2.29,0
28.5,95.5,2020-04-18,2009.0,3.49,329.3,1e-06,0.0,0.0,0.56,2.51,4.9,5.74,18.49,59.79,141.86,0.489,0.483,2,272.2,1.04,0
23.33501164,92.85410625,2017-06-12,535.5,0.72,179.1,0.0,1.0,0.0,6.1,16.7,44.9,70.9,81.6,136.8,178.3,0.43,0.429,1,314.5,4.6,1
26.88405686,88.28087032,2009-08-20,535.5,0.72,179.1,0.0,1.0,0.0,4.2,10.0,13.3,62.0,91.4,143.7,358.9,0.43,0.431,1,417.6,5.0,1
26.5,92.5,2011-08-27,63.0,0.57,358.5,1e-06,1.0,0.0204,0.28,1.26,5.27,10.48,9.0,16.86,72.66,0.344,0.342,1,174.7,3.89,0
26.1662,91.7138,2013-05-11,535.5,0.72,179.1,0.0,1.0,0.0,0.1,0.1,0.5,12.2,13.0,44.3,69.4,0.499,0.502,1,499.2,4.2,1
29.5,93.5,2015-06-29,4826.0,4.51,180.3,-5e-06,4.0,0.0,0.13,1.35,2.61,2.45,11.13,66.89,98.45,0.366,0.356,4,220.2,0.79,0
26.5,97.5,2017-12-28,539.0,0.3,355.3,-0.0,0.0,0.0,0.55,0.54,0.02,6.46,13.44,3.04,136.5,0.402,0.398,5,267.3,1.97,0
29.5,89.0,2009-07-29,5361.0,4.51,187.2,-9e-06,4.0,0.0,0.1,0.55,1.65,8.09,16.83,55.22,108.86,0.492,0.371,4,26.0,4.72,0
28.4659,95.86,2012-04-08,535.5,0.72,179.1,0.0,1.0,0.0,1.2,3.1,4.6,9.1,25.9,118.2,122.1,0.433,0.429,0,500.0,0.0,1
23.7348,92.7187,2015-09-14,535.5,0.72,179.1,0.0,1.0,0.0,0.4,1.9,3.9,6.8,16.8,32.0,47.6,0.424,0.417,2,347.8,4.2,1
26.96437841,92.78260587,2017-06-18,535.5,0.72,179.1,0.0,1.0,0.0,1.4,3.3,5.5,7.5,19.0,123.0,277.6,0.471,0.467,0,500.0,0.0,1
23.0,89.5,2021-10-17,3.0,0.01,68.2,0.0,6.0,0.0,0.46,1.02,1.91,3.43,6.52,53.84,50.2,0.432,0.385,3,201.8,1.28,0
29.5,94.0,2022-08-28,5108.0,4.3,175.7,-8e-06,2.0,0.0,0.45,2.1,1.57,9.38,18.64,65.04,68.16,0.422,0.504,5,119.6,0.42,0
24.7992,93.948,2011-07-22,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.1,0.6,4.3,11.5,67.7,122.7,0.436,0.437,0,500.0,0.0,1
27.5,96.5,2022-03-29,439.0,1.63,286.5,6e-06,0.0,0.0204,0.4,0.31,2.19,6.81,17.01,9.32,133.87,0.495,0.321,3,150.5,0.32,0
28.0,88.0,2020-02-14,5818.0,3.28,286.6,-1.3e-05,2.0,0.0,0.78,0.19,2.6,2.72,22.0,5.84,46.1,0.43,0.376,1,48.6,2.89,0
22.0,92.3333,2010-06-15,535.5,0.72,179.1,0.0,1.0,0.0,6.1,21.7,48.3,77.9,119.2,193.4,208.7,0.43,0.43,1,380.0,4.4,1
24.0,97.0,2022-09-22,142.0,0.98,297.0,3e-06,1.0,0.0,0.3,2.52,4.51,0.54,1.52,38.0,95.96,0.353,0.353,4,45.8,4.8,0
23.0,88.0,2019-09-18,19.0,0.32,85.9,1e-06,1.0,0.0,0.27,2.56,3.61,3.39,5.65,31.25,90.38,0.41,0.488,4,62.7,2.76,0
27.0765,88.4808,2010-06-16,535.5,0.72,179.1,0.0,1.0,0.0,0.5,1.9,2.3,4.9,6.4,14.0,62.0,0.416,0.385,1,692.9,4.4,1
24.0,93.5,2012-06-05,1021.0,1.01,205.8,-1e-06,1.0,0.0408,0.48,0.49,4.15,3.68,3.91,20.79,121.73,0.4,0.483,3,76.1,0.31,0
27.5,89.0,2017-07-06,4301.0,4.15,341.9,-8e-06,2.0,0.0,0.1,2.37,2.68,7.13,15.23,40.04,120.29,0.395,0.373,0,278.4,5.32,0
22.7176,92.8416,2010-09-13,535.5,0.72,179.1,0.0,1.0,0.0,0.3,1.3,1.8,6.5,10.8,33.5,60.0,0.425,0.423,2,237.2,5.1,1
27.5,89.5,2015-03-17,3704.0,3.01,36.7,-3e-06,2.0,0.0612,0.76,0.35,3.87,9.92,10.51,26.61,56.7,0.41,0.327,4,50.2,1.82,0
28.5,93.5,2015-03-08,3146.0,4.65,15.1,0.0,2.0,0.0,0.44,0.52,2.12,1.29,4.47,3.62,73.3,0.368,0.475,5,184.1,2.77,0
24.82767572,93.51825,2017-07-09,535.5,0.72,179.1,0.0,1.0,0.0,0.5,1.2,1.9,3.9,13.5,45.0,175.5,0.423,0.424,1,514.6,4.5,1
25.5,88.0,2019-10-21,33.0,0.31,86.5,1e-06,6.0,0.0,0.18,0.24,3.74,7.37,10.6,56.94,73.42,0.493,0.489,2,94.8,4.47,0
26.7103,94.693,2013-08-11,535.5,0.72,179.1,0.0,1.0,0.0,0.9,2.9,4.5,11.4,26.4,50.8,105.7,0.514,0.51,1,730.3,4.5,1
27.5,91.0,2023-08-03,3987.0,2.49,358.2,-8e-06,4.0,0.0,0.83,2.44,5.13,5.52,8.25,21.75,69.96,0.425,0.437,3,189.7,5.49,0
27.044,89.5744,2009-08-18,535.5,0.72,179.1,0.0,1.0,0.0,0.7,3.3,4.8,6.3,16.5,333.5,597.9,0.431,0.429,1,604.1,5.5,1
25.0,88.5,2022-06-15,27.0,0.01,35.5,-0.0,6.0,0.0,0.11,2.1,1.74,6.6,8.85,52.85,47.79,0.383,0.32,1,114.9,1.78,0
23.5,95.0,2010-04-15,417.0,0.1,47.2,-1e-06,1.0,0.0,0.21,2.13,2.95,0.62,7.81,68.22,99.61,0.337,0.304,1,337.3,4.52,0
26.16066111,91.85294885,2017-04-05,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.5,49.0,122.6,0.472,0.476,0,500.0,0.0,1
28.0791,96.5242,2011-03-22,535.5,0.72,179.1,0.0,1.0,0.0,3.0,15.4,24.9,33.5,97.7,203.3,232.0,0.434,0.435,1,618.6,4.7,1
29.5,90.5,2010-11-27,5724.0,4.11,175.7,-1.2e-05,2.0,0.0,0.8,0.4,3.98,0.56,1.86,32.29,71.88,0.422,0.379,1,379.9,0.74,0
27.0,94.5,2009-02-16,89.0,0.63,182.0,1e-06,5.0,0.0,0.69,1.05,5.11,4.0,18.27,68.12,115.81,0.299,0.442,1,334.4,1.66,0
28.5,90.5,2019-04-27,5037.0,1.02,197.3,0.0,4.0,0.0,0.28,0.02,3.56,4.29,2.3,26.8,127.95,0.334,0.346,2,241.0,3.99,0
27.2333,94.1167,2008-10-29,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.7,45.6,45.7,0.403,0.397,0,500.0,0.0,1
29.0,88.5,2015-03-25,4067.0,0.57,161.1,4e-06,4.0,0.0,0.2,1.26,3.82,4.89,21.49,13.21,141.68,0.307,0.498,0,476.9,4.59,0
24.5,94.0,2021-11-30,781.0,0.33,133.4,-1e-06,2.0,0.102,0.76,2.07,1.87,9.48,19.17,14.31,93.46,0.464,0.44,4,23.8,4.55,0
26.1295,91.7056,2014-09-22,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.4,0.5,9.3,20.9,106.7,129.1,0.495,0.505,3,353.8,4.5,1
26.159,91.8178,2014-09-22,535.5,0.72,179.1,0.0,1.0,0.0,0.4,0.4,0.5,9.3,20.9,106.7,129.1,0.495,0.505,3,345.7,4.5,1
22.0,91.5,2017-03-10,0.0,0.52,182.6,1e-06,6.0,0.3265,0.69,0.98,0.76,7.45,3.89,17.53,62.31,0.436,0.308,3,342.6,4.29,0
27.05374234,88.42572376,2011-07-19,535.5,0.72,179.1,0.0,1.0,0.0,3.3,4.9,7.3,10.3,10.7,125.6,253.1,0.435,0.417,1,854.7,4.4,1
24.3083,91.7333,2009-05-18,535.5,0.72,179.1,0.0,1.0,0.0,2.1,3.1,4.2,15.3,16.9,43.7,93.2,0.424,0.41,1,287.2,4.7,1
28.5,96.0,2012-10-09,4116.0,3.91,339.5,-8e-06,4.0,0.0408,0.7,1.4,2.24,10.3,10.25,2.51,77.08,0.469,0.352,1,10.3,6.07,0
26.1666,91.7042,2015-09-23,535.5,0.72,179.1,0.0,1.0,0.0,2.0,7.1,9.1,13.0,24.2,131.4,153.8,0.51,0.513,4,345.0,4.7,1
25.0,97.0,2010-11-27,164.0,0.18,9.1,2e-06,1.0,0.0,0.07,1.31,3.71,8.28,0.47,52.47,86.95,0.488,0.31,4,398.4,1.26,0
29.5,95.5,2013-05-21,1509.0,2.66,172.9,6e-06,0.0,0.0,0.41,0.35,0.04,4.47,19.09,28.03,127.99,0.387,0.382,5,487.4,0.88,0
22.344,91.8161,2011-07-01,535.5,0.72,179.1,0.0,1.0,0.0,2.5,6.8,11.2,14.7,24.3,107.0,261.3,0.283,0.283,2,293.9,4.7,1
26.5,95.5,2023-07-25,688.0,0.71,126.3,1e-06,0.0,0.0,0.07,0.2,4.94,2.54,11.43,41.14,87.78,0.382,0.448,4,401.1,3.95,0
22.5,96.0,2017-11-08,71.0,0.62,270.3,2e-06,1.0,0.0204,0.12,0.57,5.07,6.49,14.79,50.75,123.87,0.297,0.312,1,229.1,0.96,0
25.0,94.0,2022-05-03,832.0,0.77,354.8,1e-06,0.0,0.551,0.48,1.96,3.33,6.18,21.69,51.58,128.52,0.391,0.409,0,143.0,2.88,0
27.0,88.5,2013-12-10,778.0,1.77,17.2,2e-06,1.0,0.4898,0.04,0.79,5.03,2.2,12.92,30.57,123.35,0.326,0.408,2,495.3,1.37,0
26.0,92.5,2023-01-23,182.0,1.06,170.7,1e-06,1.0,0.0,0.53,1.96,4.2,0.57,13.35,47.34,33.5,0.347,0.293,5,138.7,1.53,0
27.5,91.5,2023-05-19,2019.0,3.55,0.6,9e-06,0.0,0.1224,0.12,1.04,3.32,3.55,1.88,13.08,83.7,0.498,0.469,1,425.0,4.46,0
29.0,88.5,2023-11-28,4067.0,0.57,161.1,4e-06,4.0,0.0,0.85,1.92,3.61,8.9,11.1,24.37,124.7,0.373,0.492,4,331.9,2.55,0
28.5,97.0,2013-08-14,1794.0,1.12,347.0,1e-05,0.0,0.0,0.45,1.91,1.88,10.34,5.01,50.48,138.14,0.458,0.352,5,129.7,5.8,0
25.1604,93.6795,2012-03-04,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.3,0.7,10.2,23.3,0.324,0.294,2,160.0,4.6,1
23.0,95.0,2013-11-10,292.0,0.31,13.9,-0.0,1.0,0.0,0.66,0.95,4.68,9.24,10.8,59.42,84.75,0.344,0.381,2,32.4,6.24,0
28.0,92.5,2016-05-05,5668.0,3.0,24.7,-1e-05,2.0,0.0,0.52,2.26,4.47,1.05,22.05,45.2,106.87,0.473,0.462,3,116.7,2.79,0
24.0,96.0,2023-04-12,153.0,0.31,31.2,0.0,1.0,0.0,0.56,0.47,1.15,3.9,19.78,63.91,94.38,0.415,0.482,5,424.5,5.02,0
28.1193,95.1645,2013-02-18,535.5,0.72,179.1,0.0,1.0,0.0,0.8,4.4,8.9,11.4,12.0,12.1,12.1,0.367,0.294,0,500.0,0.0,1
26.95223279,93.85748748,2017-07-10,535.5,0.72,179.1,0.0,1.0,0.0,0.9,4.6,17.1,23.7,34.2,104.3,166.9,0.502,0.498,1,293.3,4.5,1
26.8572,88.3143,2009-07-22,535.5,0.72,179.1,0.0,1.0,0.0,2.7,5.5,6.0,11.8,20.1,32.1,74.7,0.428,0.419,0,500.0,0.0,1
26.1548,91.7351,2011-09-23,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.2,0.2,2.1,27.4,65.0,145.7,0.505,0.494,6,71.0,6.9,1
24.0,88.5,2019-08-25,18.0,0.01,32.0,0.0,5.0,0.0,0.41,1.95,4.43,3.13,17.64,35.09,48.21,0.387,0.444,1,143.1,2.08,0
29.5,88.5,2017-08-28,4353.0,3.71,178.0,-3e-06,4.0,0.0,0.78,1.38,2.44,3.96,18.58,13.81,143.51,0.494,0.327,1,70.5,3.62,0
26.0,96.0,2013-10-01,958.0,0.34,24.3,-1e-06,1.0,0.0,0.37,1.68,2.71,1.82,5.02,58.67,42.46,0.333,0.463,0,427.2,6.06,0
22.0,89.5,2023-01-29,0.0,0.51,179.9,1e-06,1.0,0.0,0.67,0.73,2.94,5.77,3.64,16.02,95.39,0.365,0.36,2,202.4,4.23,0
26.0,88.0,2023-03-21,47.0,0.3,72.6,1e-06,1.0,0.0,0.82,2.53,4.15,6.27,13.1,24.74,42.47,0.321,0.359,5,290.4,5.92,0
23.0,91.5,2023-10-04,6.0,0.05,319.4,0.0,1.0,0.0204,0.3,1.93,0.72,1.07,21.43,2.72,131.73,0.303,0.465,3,275.6,1.72,0
26.5,88.5,2012-02-16,90.0,0.75,2.5,1e-06,1.0,0.0204,0.42,1.88,1.46,11.09,8.12,60.09,82.02,0.368,0.442,3,261.4,1.13,0
23.0,95.0,2019-05-29,292.0,0.31,13.9,-0.0,1.0,0.0,0.38,1.1,0.15,5.17,12.8,3.19,56.35,0.43,0.483,4,227.8,5.9,0
27.0,94.5,2015-01-16,89.0,0.63,182.0,1e-06,5.0,0.0,0.21,0.68,4.93,9.43,8.42,23.07,110.64,0.469,0.357,2,218.4,2.56,0
27.0,88.5,2021-06-22,778.0,1.77,17.2,2e-06,1.0,0.4898,0.74,2.04,2.8,0.72,18.99,38.75,122.44,0.431,0.452,1,483.2,5.83,0
27.0,92.0,2023-02-20,1102.0,4.06,7.9,3e-06,1.0,0.0408,0.07,2.16,0.08,5.45,9.67,47.71,105.39,0.325,0.33,4,163.7,2.19,0
26.4205,94.9731,2013-08-30,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.1,0.2,1.9,5.0,36.6,109.6,0.453,0.454,0,500.0,0.0,1
25.0,90.5,2014-10-31,11.0,0.44,1.4,1e-06,1.0,0.0408,0.31,1.79,1.75,5.09,5.86,20.99,22.15,0.324,0.402,0,118.3,2.41,0
23.5,90.5,2017-03-21,6.0,0.0,337.4,-0.0,1.0,0.0204,0.31,1.93,0.14,10.07,7.75,9.0,61.78,0.37,0.365,5,129.7,1.53,0
22.0,88.5,2019-07-28,1.0,0.52,180.2,1e-06,6.0,0.0,0.16,0.35,5.19,4.14,15.56,58.13,63.33,0.415,0.298,2,171.8,0.25,0
29.5,93.5,2022-02-14,4826.0,4.51,180.3,-5e-06,4.0,0.0,0.4,1.33,3.92,5.69,15.99,3.34,20.29,0.454,0.316,1,371.6,4.92,0
23.5,88.0,2019-04-30,27.0,0.32,88.9,1e-06,1.0,0.0204,0.37,1.96,0.74,1.3,17.5,47.8,32.42,0.375,0.312,1,30.5,4.01,0
27.0,91.0,2019-05-27,1799.0,4.13,353.0,-1e-06,2.0,0.0,0.78,1.21,0.81,8.34,8.75,66.41,129.42,0.46,0.372,5,83.2,2.38,0
27.5,89.5,2015-04-01,3704.0,3.01,36.7,-3e-06,2.0,0.0612,0.78,0.48,2.16,1.88,1.53,61.17,97.1,0.415,0.459,5,96.2,3.56,0
27.5,88.5,2019-03-17,1718.0,4.78,352.6,9e-06,1.0,0.2041,0.51,2.06,1.83,1.25,0.2,64.9,36.42,0.438,0.402,2,315.7,4.32,0
26.181606,91.772042,2016-12-15,535.5,0.72,179.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.294,0.328,4,358.8,4.6,1
28.0,97.0,2011-05-21,2477.0,1.38,233.9,0.0,0.0,0.0,0.5,1.02,1.93,10.75,11.11,20.15,67.04,0.473,0.359,4,167.0,3.17,0
29.5,96.5,2010-10-13,4109.0,3.9,199.1,-4e-06,2.0,0.0,0.05,0.97,1.57,1.71,4.65,5.0,135.83,0.42,0.494,5,439.9,0.87,0
25.0,94.5,2016-06-13,1133.0,1.24,21.6,-3e-06,0.0,0.0204,0.49,2.15,0.23,5.54,19.01,11.86,118.75,0.441,0.308,1,316.2,0.46,0
